brand,name,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,price
Dell,Inspiron 5330 2023 Laptop,62.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,13.3,2560.0,1600.0,Windows 11 OS,1,86990
Dell,Inspiron 7430 2 in 1 Touch Laptop,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,86990
Dell,Vostro 3430 VN3430RHXFG001ORB1 Laptop,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,58490
HP,Victus 15-FB0142AX Gaming Laptop,71.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,69199
MSI,Thin GF63 11SC-1494IN Gaming Laptop,65.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,2,45990
MSI,Thin GF63 12VF-663IN Gaming Laptop,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR4,512,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,2,94990
MSI,Katana 17 B12VFK-668IN Gaming Laptop,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,17.3,1920.0,1080.0,Windows 11 OS,2,97990
MSI,Pulse 17 B13VGK-652IN Gaming Laptop,83.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4070,17.3,1920.0,1080.0,Windows 11 OS,2,179990
MSI,Pulse 17 B13VGK-666IN Gaming Laptop,76.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",8,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,17.3,2560.0,1440.0,Windows 11 OS,2,125990
HP,Victus  15-fa1060TX  Gaming Laptop,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,116463
HP,Victus 15-fa1064TX Gaming Laptop,72.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,109990
HP,Omen 16-wf0052TX Gaming Laptop,75.0,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920.0,1080.0,Windows 11 OS,1,153625
HP,Omen 16-u0023TX Gaming Laptop,86.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4070,16.1,2560.0,1600.0,Windows 11 OS,1,270129
Gigabyte,Aorus 15 9SF Gaming Laptop,83.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4070,15.6,2560.0,1440.0,Windows 11  OS,2,149990
Lenovo,IdeaPad Slim 5 82XE004RIN Laptop,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Integrated SoC,14.0,1920.0,1200.0,Windows 11 OS,1,58990
HP,Envy x360 13-bf0141tu Laptop,67.0,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4X,512,SSD,Intel Integrated Iris Xe,13.3,2880.0,1800.0,Windows 11 OS,1,107190
Chuwi,CoreBook X Pro Laptop,69.32352941176471,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",16,LPDDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,32999
HP,Omen 16-wd0770TX Gaming Laptop,72.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920.0,1080.0,Windows 11 OS,1,102090
HP,Dragonfly G4 Laptop,71.0,13th Gen Intel Core i7 1365U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,13.5,1920.0,1280.0,Windows 11 OS,1,231746
Asus,Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1,81990
Dell,Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,36890
Lenovo,LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,87990
HP,Pavilion x360 14-ek1074TU Laptop,67.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,77990
Gigabyte,Aorus 15 9KF Gaming Laptop,80.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,2,117574
Lenovo,LOQ 15APH8 82XT004JIN 2023 Gaming Laptop,73.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,97990
MSI,Vector GP68HX 13VH-072IN Gaming Laptop,89.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,1024,SSD,12GB NVIDIA GeForce RTX 4080,16.0,2560.0,1600.0,Windows 11 OS,2,284990
MSI,Vector GP78HX 13VI-409IN Gaming Laptop,69.32352941176471,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,2048,SSD,16GB NVIDIA GeForce RTX 4090,17.0,2560.0,1600.0,Windows 11 OS,2,344990
HP,Omen 16-wf0111TX Gaming Laptop,77.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,16.1,1920.0,1080.0,Windows 11 OS,1,146599
Acer,Aspire 5 A515-56G NX.AT2SI.001 Laptop,65.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,2GB NVIDIA GeForce MX450,15.6,1920.0,1080.0,Windows 11 OS,1,44990
Lenovo,IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop,67.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,57990
HP,Omen 16-xf0059AX Gaming Laptop,73.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1080.0,Windows 11 OS,1,128599
Asus,Vivobook Go 15 E510MA-EJ001W Laptop,69.32352941176471,intel Celeron  N4020,"Dual Core, 2 Threads",4,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,21990
HP,Omen 16-wf0055TX Gaming Laptop,77.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,16.1,1920.0,1080.0,Windows 11 OS,1,151990
Infinix,INBook X2 Plus Laptop,62.0,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",16,LPDDR4X,1024,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,52990
Lenovo,ThinkBook 14s Yoga 20WEA00WIH Laptop,75.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16,DDR4,1024,SSD,Intel Integrated,14.0,1920.0,1080.0,Windows 10 OS,1,119888
HP,255 G8 Laptop,69.32352941176471,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4,DDR4,256,SSD,AMD Integrated,15.6,1920.0,1080.0,Windows 11 OS,1,22990
Lenovo,Yoga 6 83B2006BIN Laptop,67.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,LPDDR4X,512,SSD,AMD Radeon Graphics,13.3,1920.0,1200.0,Windows 11 OS,1,76888
Dell,XPS 15 9530 Laptop,85.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,6GB NVIDIA RTX 4050,15.6,3456.0,2160.0,Windows 11 OS,1,256990
Dell,Inspiron 5330 Laptop,60.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,13.3,2560.0,1600.0,Windows 11 OS,1,83090
Dell,Inspiron 5518 D560667WIN9S Laptop,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16,DDR4,512,SSD,2GB NVIDIA GeForce MX450,15.6,1920.0,1080.0,Windows 11 OS,1,67999
Acer,Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop,72.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,96256
MSI,Prestige 14 Evo B12M-472IN Laptop,63.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,77990
Dell,Alienware X16 R1 2023 Gaming Laptop,85.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,1024,SSD,12GB NVIDIA GeForce RTX 4080,16.0,3200.0,1800.0,Windows 11 OS,1,323290
Dell,Inspiron 5425 Laptop,65.0,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon Radeon,14.0,1920.0,1080.0,Windows 11 OS,1,67990
MSI,Prestige 13 Evo B12M-085IN Laptop,65.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8,LPDDR5,512,SSD,Intel Integrated Iris Xe,13.3,1920.0,1200.0,Windows 11 OS,2,82990
Dell,Alienware m16 2023 Gaming Laptop,80.0,7th Gen Amd Ryzen 7 7745HX,"Octa Core, 16 Threads",16,DDR5,1024,SSD,8GB NVIDIA GEFORCE RTX 4060,16.0,1920.0,1200.0,Windows 11 OS,1,199990
Gigabyte,Aero 16 XE5 OLED Laptop,77.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 3070Ti,16.0,3840.0,2400.0,Windows 11  OS,2,189999
Lenovo,Yoga 6 83B2005TIN Laptop,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon,13.3,1920.0,1200.0,Windows 11 OS,3,73990
Asus,Vivobook Pro 15 M6500QC-LK542WS Laptop,70.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,67990
Asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop,82.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,1024,SSD,6GB NVIDIA GeForce RTX 4050,16.0,2560.0,1600.0,Windows 11 OS,1,142990
Lenovo,IdeaPad Flex 5 82R900D9IN Laptop,72.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon,14.0,1920.0,1200.0,Windows 11 OS,1,64990
Asus,Vivobook 16X 2023 K3605ZF-MBN741WS Laptop,75.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,16.0,1920.0,1200.0,Windows 11 OS,1,84800
Lenovo,IdeaPad Flex 5 82XX007KIN Laptop,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,LPDDR4X,512,SSD,AMD Radeon AMD,14.0,1920.0,1200.0,Windows 11 OS,1,64990
Acer,Nitro 16 ‎AN16-41 Gaming Laptop,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1200.0,Windows 11 OS,1,129990
Acer,Nitro 16 ‎AN16-41 2023 Gaming Laptop,78.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",8,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1200.0,Windows 11 OS,1,114990
Acer,Aspire 5 2023 A515-58M Gaming Laptop,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",8,LPDDR5,512,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920.0,1080.0,Windows 11 OS,1,80000
Acer,Aspire 5 15 A515-58M Gaming Laptop,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920.0,1080.0,Windows 11 OS,1,54990
LG,Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop,67.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1200.0,1920.0,Windows 11 OS,1,98999
Dell,Latitude 5420 Business Laptop,62.0,10th Gen Intel Core i5 10310U,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 10  OS,1,69990
Asus,Vivobook Pro 15 M6500QC-LK742WS Laptop,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,76990
Fujitsu,UH-X ‎4ZR1L12857 Laptop,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2,74990
Fujitsu,UH-X ‎4ZR1L12856 Laptop,73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2,89990
HP,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),69.32352941176471,Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD Graphics,15.6,1366.0,768.0,Windows 11  OS,1,29999
HP,ZBook Firefly 16 G9 2023 Workstation Laptop,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR5,512,SSD,4GB NVIDIA RTX A500 ,16.0,1920.0,1200.0,Windows 11 OS,1,97705
HP,ZBook Studio G9 16 Workstation WQUXGA Laptop,89.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,6GB NVIDIA GeForce RTX 3060,16.0,3840.0,2400.0,Windows 11 OS,1,240707
HP,ZBook Studio G9 WUXGA Workstation Laptop,83.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16.0,1920.0,1200.0,Windows 11 OS,1,234990
HP,ZBook Studio G9 16 WUXGA Workstation Laptop,80.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,6GB NVIDIA GeForce RTX 3060,16.0,1920.0,1200.0,Windows 11 OS,1,209990
HP,ZBook Studio G9 2023 Workstation WQUXGA Laptop,69.32352941176471,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,12GB NVIDIA GeForce RTX 3080 Ti,16.0,3840.0,2400.0,Windows 11 OS,1,390914
HP,ZBook Studio G9 Workstation WQUXGA Laptop,84.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,6GB NVIDIA GeForce RTX 3060,16.0,3840.0,2400.0,Windows 11 OS,1,172588
HP,ZBook Studio G9 Workstation Laptop,86.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16.0,3840.0,2400.0,Windows 11 OS,1,254657
LG,gram360 16 Laptop,78.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics ,16.0,1600.0,2560.0,Windows 11 OS,1,152499
Lenovo,IdeaPad 1 82V6005CIN Laptop,69.32352941176471,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4,DDR4,256,SSD,Intel UHD Graphics 600,11.6,1366.0,768.0,Windows 11 OS,1,23990
Asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop,71.0,6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 3050 ,14.0,2560.0,1600.0,Windows 11 OS,1,119990
LG,UltraPC 16 ‎16U70R-G.AH56A2 Laptop,72.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon 7 Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,78299
LG,Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop,69.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1200.0,1920.0,Windows 11 OS,1,115990
Asus,Vivobook 15 2023 X1504VA-NJ544WS Laptop,65.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,61990
HP,255 G8 6E3Z0PA Laptop,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,DOS OS,1,26999
HP,Omen 16-wd0990TX Gaming Laptop,73.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,16.1,2560.0,1440.0,Windows 11 OS,1,103099
Infinix,Zerobook 13 ZL513 2023 Laptop,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32,LPDDR5X,1024,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,64990
Lenovo,S14 Gen 3 82TW001CIH Laptop,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,2,47990
Lenovo,IdeaPad 1 14IGL7 82V6005EIN Laptop,69.32352941176471,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8,DDR4,256,SSD,Intel Integrated UHD,14.0,1366.0,768.0,Windows 10 OS,1,24990
Lenovo,ThinkPad T14 Gen 2 20W0S16Q00 Laptop,69.0,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16,DDR4,512,SSD,2GB NVIDIA GeForce MX450,14.0,1920.0,1080.0,Windows 11 OS,1,130800
MSI,Thin GF63 11SC-1462IN Gaming Laptop,71.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,2,57990
Lenovo,ThinkBook 15 21JF002CIN Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8,DDR4,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,DOS OS,1,38500
MSI,Thin GF63 11SC-1477IN Gaming Laptop,67.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,2,47990
Lenovo,ThinkPad E14 21JRS00Y00 Laptop,60.0,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,44990
MSI,Katana GF66 12UCOK 2023 Gaming Laptop,65.0,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16,DDR5,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,69990
Asus,Vivobook 15 2023 X1504VA-NJ543WS Laptop,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,61990
Asus,Vivobook 16X 2023 K3605ZU-MB541WS Laptop,75.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,89990
Asus,Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop,60.0,13th Gen ‎Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,65990
Lenovo,ThinkPad E14 21JRS00T00 Laptop,62.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,58990
HP,Envy x360 15-fe0028TU Laptop,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,94990
HP,Envy x360 15-fh0019AU Laptop,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,86490
HP,Envy x360 15-fh0015AU Laptop,66.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,77490
HP,Envy x360 15-fh0016AU Laptop,66.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,85490
Lenovo,IdeaPad Slim 3 2023 82X70033IN Laptop,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8,LPDDR5,512,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,44000
HP,14-em0027AU Laptop,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,51990
Dell,Vostro 15 3510 Laptop,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,1024,Hard-Disk,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,37990
HP,14-em0025AU Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,34990
Lenovo,ThinkPad E14 21JRS00U00 Laptop,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,57799
Lenovo,Thinkpad E15 21E6S05B00 Laptop,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,65990
Lenovo,Thinkbook 15 21DJ00EXIH Laptop,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,53990
Lenovo,IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop,67.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,49990
MSI,Stealth 15 A13VF-074IN Gaming Laptop,79.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,15.6,2560.0,1440.0,Windows 11 OS,2,171990
HP,14-gr0000TU Laptop,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,44990
HP,Envy 15-fe0032TU Laptop,70.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,1024,SSD,Intel Iris X Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,115990
HP,14-hr0000AU Laptop,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,50990
HP,Envy 15-fe0030TU Laptop,69.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Iris X Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,109990
Acer,One 14 Z2-493 Laptop,69.32352941176471,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8,DDR4,256,SSD,AMD Radeon Graphics,14.0,1366.0,768.0,Windows 11 OS,1,29990
Asus,ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop,83.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16,DDR5,1024,SSD,6GB NVIDIA GeForce RTX 4050,14.0,2560.0,1600.0,Windows 11 OS,1,163999
